IDCompLib,IDCompType,Model,HP,RatedCapacity,RatedPressure,MaxFullFlowPressure,IDControlType,UnloadPoint,MinULSumpPressure,BlowdownTime,UnloadSteps,ModulatingPressRange,PowerFLBHP,TotPackageInputPower,SpecPackagePower,NoLoadPowerFM,NoLoadPowerUL,MaxSurgePressure,MaxPressSurgeFlow,MinStonewallPressure,MinPressStonewallFlow,DesignSurgeFlow,DesignInTemp,DesignInPressure,AmpsFL,EffFL
1441,2,500 hp/375 kW,500,2265,140,140,11,20,15,40,2,20,550,434.2000122,19.20000076,65,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1442,2,500 hp/375 kW,500,1873,200,200,11,20,15,40,2,20,550,434.2000122,23.20000076,65,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1443,2,600 hp/450 kW,600,3242,100,100,11,20,15,40,2,20,660,521,16.10000038,65,5,-9999,-9999,-9999,-9999,-9999,68,14.5,654,94.5
1444,3,50 hp/37 kW,50,221,75,85,11,20,-9999,-9999,2,-9999,51,41.5,18.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1445,3,50 hp/37 kW,50,195,100,110,11,20,-9999,-9999,2,-9999,52.5,42.70000076,21.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1446,3,50 hp/37 kW,50,186,110,120,11,20,-9999,-9999,2,-9999,52.5,42.70000076,22.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1447,3,50 hp/37 kW,50,182,115,125,11,20,-9999,-9999,2,-9999,52.5,42.70000076,23.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1448,3,50 hp/37 kW,50,174,125,135,11,20,-9999,-9999,2,-9999,52.5,42.70000076,24.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1449,3,50 hp/37 kW,50,163,135,145,11,20,-9999,-9999,2,-9999,52.5,42.70000076,26.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1450,3,50 hp/37 kW,50,153,150,160,11,20,-9999,-9999,2,-9999,52.5,42.70000076,27.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1451,3,60 hp/45 kW,60,274,75,85,11,20,-9999,-9999,2,-9999,61.20000076,49.79999924,18.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1452,3,60 hp/45 kW,60,249,100,110,11,20,-9999,-9999,2,-9999,63,51.29999924,20.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1453,3,60 hp/45 kW,60,239,110,120,11,20,-9999,-9999,2,-9999,63,51.29999924,21.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1454,3,60 hp/45 kW,60,231,115,125,11,20,-9999,-9999,2,-9999,63,51.29999924,22.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1455,3,60 hp/45 kW,60,220,125,135,11,20,-9999,-9999,2,-9999,63,51.29999924,23.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1456,3,60 hp/45 kW,60,208,135,145,11,20,-9999,-9999,2,-9999,63,51.29999924,24.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1457,3,60 hp/45 kW,60,194,150,160,11,20,-9999,-9999,2,-9999,63,51.29999924,26.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1458,3,75 hp/55 kW,75,368,75,85,11,20,-9999,-9999,2,-9999,76.5,62.20000076,16.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1459,3,75 hp/55 kW,75,331,100,110,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,19.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1460,3,75 hp/55 kW,75,316,110,120,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,20.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1461,3,75 hp/55 kW,75,308,115,125,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,20.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1462,3,75 hp/55 kW,75,291,125,135,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,22,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1463,3,75 hp/55 kW,75,276,135,145,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,23.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1464,3,75 hp/55 kW,75,259,150,160,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,24.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1465,3,100 hp/75 kW,100,523,75,85,11,20,-9999,-9999,2,-9999,102,83,15.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1466,3,100 hp/75 kW,100,464,100,110,11,20,-9999,-9999,2,-9999,105,85.40000153,18.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1467,3,100 hp/75 kW,100,443,110,120,11,20,-9999,-9999,2,-9999,105,85.40000153,19.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1468,3,100 hp/75 kW,100,431,115,125,11,20,-9999,-9999,2,-9999,105,85.40000153,19.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1469,3,100 hp/75 kW,100,417,125,135,11,20,-9999,-9999,2,-9999,105,85.40000153,20.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1470,3,100 hp/75 kW,100,390,135,145,11,20,-9999,-9999,2,-9999,105,85.40000153,21.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1471,3,100 hp/75 kW,100,384,150,160,11,20,-9999,-9999,2,-9999,105,85.40000153,22.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1472,3,125 hp/90 kW,125,709,75,85,11,20,-9999,-9999,2,-9999,127.5,102.9000015,14.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1473,3,125 hp/90 kW,125,622,100,110,11,20,-9999,-9999,2,-9999,131.3000031,106,17,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1474,3,125 hp/90 kW,125,589,110,120,11,20,-9999,-9999,2,-9999,131.3000031,106,18,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1475,3,125 hp/90 kW,125,573,115,125,11,20,-9999,-9999,2,-9999,131.3000031,106,18.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1476,3,125 hp/90 kW,125,548,125,135,11,20,-9999,-9999,2,-9999,131.3000031,106,19.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1477,3,125 hp/90 kW,125,522,135,145,11,20,-9999,-9999,2,-9999,131.3000031,106,20.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1478,3,125 hp/90 kW,125,482,150,160,11,20,-9999,-9999,2,-9999,131.3000031,106,22,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1479,3,150 hp/110 kW,150,841,75,85,11,20,-9999,-9999,2,-9999,153,122.6999969,14.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1480,3,150 hp/110 kW,150,749,100,110,11,20,-9999,-9999,2,-9999,157.5,126.3000031,16.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1481,3,150 hp/110 kW,150,710,110,120,11,20,-9999,-9999,2,-9999,157.5,126.3000031,17.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1482,3,150 hp/110 kW,150,689,115,125,11,20,-9999,-9999,2,-9999,157.5,126.3000031,18.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1483,3,150 hp/110 kW,150,657,125,135,11,20,-9999,-9999,2,-9999,157.5,126.3000031,19.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1484,3,150 hp/110 kW,150,627,135,145,11,20,-9999,-9999,2,-9999,157.5,126.3000031,20.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1485,3,150 hp/110 kW,150,586,150,160,11,20,-9999,-9999,2,-9999,157.5,126.3000031,21.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1486,3,200 hp/150 kW,200,1115,75,85,11,20,-9999,-9999,2,-9999,204,161.6999969,14.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1487,3,200 hp/150 kW,200,996,100,110,11,20,-9999,-9999,2,-9999,210,166.5,16.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1488,3,200 hp/150 kW,200,949,110,120,11,20,-9999,-9999,2,-9999,210,166.5,17.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1489,3,200 hp/150 kW,200,924,115,125,11,20,-9999,-9999,2,-9999,210,166.5,18,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1490,3,200 hp/150 kW,200,882,125,135,11,20,-9999,-9999,2,-9999,210,166.5,18.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1491,3,200 hp/150 kW,200,844,135,145,11,20,-9999,-9999,2,-9999,210,166.5,19.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1492,3,200 hp/150 kW,200,803,150,160,11,20,-9999,-9999,2,-9999,210,166.5,20.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1493,3,250 hp/185 kW,250,1434,75,85,11,20,-9999,-9999,2,-9999,255,203.1999969,14.19999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1494,3,250 hp/185 kW,250,1303,100,110,11,20,-9999,-9999,2,-9999,262.5,209.1999969,16.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1495,3,250 hp/185 kW,250,1234,110,120,11,20,-9999,-9999,2,-9999,262.5,209.1999969,17,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1496,3,250 hp/185 kW,250,1206,115,125,11,20,-9999,-9999,2,-9999,262.5,209.1999969,17.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1497,3,250 hp/185 kW,250,1151,125,135,11,20,-9999,-9999,2,-9999,262.5,209.1999969,18.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1498,3,250 hp/185 kW,250,1099,135,145,11,20,-9999,-9999,2,-9999,262.5,209.1999969,19,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1499,3,250 hp/185 kW,250,1037,150,160,11,20,-9999,-9999,2,-9999,262.5,209.1999969,20.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1500,3,300 hp/225 kW,300,1693,75,85,11,20,-9999,-9999,2,-9999,306,242.6000061,14.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1501,3,300 hp/225 kW,300,1541,100,110,11,20,-9999,-9999,2,-9999,315,249.6999969,16.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1502,3,300 hp/225 kW,300,1473,110,120,11,20,-9999,-9999,2,-9999,315,249.6999969,17,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1503,3,300 hp/225 kW,300,1440,115,125,11,20,-9999,-9999,2,-9999,315,249.6999969,17.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1504,3,300 hp/225 kW,300,1380,125,135,11,20,-9999,-9999,2,-9999,315,249.6999969,18.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1505,3,300 hp/225 kW,300,1328,135,145,11,20,-9999,-9999,2,-9999,315,249.6999969,18.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1506,3,300 hp/225 kW,300,1256,150,160,11,20,-9999,-9999,2,-9999,315,249.6999969,19.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1507,3,350 hp/260 kW,350,1907,75,85,11,20,-9999,-9999,2,-9999,357,281.7999878,14.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1508,3,350 hp/260 kW,350,1752,100,110,11,20,-9999,-9999,2,-9999,367.5,290.1000061,16.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1509,3,350 hp/260 kW,350,2363,110,120,11,20,-9999,-9999,2,-9999,367.5,290.1000061,12.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1510,3,350 hp/260 kW,350,1633,115,125,11,20,-9999,-9999,2,-9999,367.5,290.1000061,17.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1511,3,350 hp/260 kW,350,1567,125,135,11,20,-9999,-9999,2,-9999,367.5,290.1000061,18.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1512,3,350 hp/260 kW,350,1503,135,145,11,20,-9999,-9999,2,-9999,367.5,290.1000061,19.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1513,3,400 hp/300 kW,400,2350,75,85,11,20,-9999,-9999,2,-9999,408,322.1000061,13.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
1514,3,400 hp/300 kW,400,2126,100,110,11,20,-9999,-9999,2,-9999,420,331.6000061,15.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
1515,3,400 hp/300 kW,400,2027,110,120,11,20,-9999,-9999,2,-9999,420,331.6000061,16.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
1516,3,400 hp/300 kW,400,1975,115,125,11,20,-9999,-9999,2,-9999,420,331.6000061,16.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
1517,3,400 hp/300 kW,400,1877,125,135,11,20,-9999,-9999,2,-9999,420,331.6000061,17.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
1518,3,400 hp/300 kW,400,1793,135,145,11,20,-9999,-9999,2,-9999,420,331.6000061,18.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
1519,3,400 hp/300 kW,400,1683,150,160,11,20,-9999,-9999,2,-9999,420,331.6000061,19.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,441,94.5
1520,3,450 hp/335 kW,450,2640,75,85,11,20,-9999,-9999,2,-9999,459,360.3999939,13.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
1521,3,450 hp/335 kW,450,2382,100,110,11,20,-9999,-9999,2,-9999,472.5,371,15.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
1522,3,450 hp/335 kW,450,2264,110,120,11,20,-9999,-9999,2,-9999,472.5,371,16.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
1523,3,450 hp/335 kW,450,2211,115,125,11,20,-9999,-9999,2,-9999,472.5,371,16.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
1524,3,450 hp/335 kW,450,2108,125,135,11,20,-9999,-9999,2,-9999,472.5,371,17.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
1525,3,450 hp/335 kW,450,2013,135,145,11,20,-9999,-9999,2,-9999,472.5,371,18.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
1526,3,450 hp/335 kW,450,1882,150,160,11,20,-9999,-9999,2,-9999,472.5,371,19.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,495,95
1527,3,500 hp/375 kW,500,2847,75,85,11,20,-9999,-9999,2,-9999,510,402.6000061,14.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1528,3,500 hp/375 kW,500,2578,100,110,11,20,-9999,-9999,2,-9999,525,414.3999939,16.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1529,3,500 hp/375 kW,500,2460,110,120,11,20,-9999,-9999,2,-9999,525,414.3999939,16.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1530,3,500 hp/375 kW,500,2400,115,125,11,20,-9999,-9999,2,-9999,525,414.3999939,17.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1531,3,500 hp/375 kW,500,2318,125,135,11,20,-9999,-9999,2,-9999,525,414.3999939,17.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1532,3,500 hp/375 kW,500,2221,135,145,11,20,-9999,-9999,2,-9999,525,414.3999939,18.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1533,3,500 hp/375 kW,500,2080,150,160,11,20,-9999,-9999,2,-9999,525,414.3999939,19.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,545,94.5
1534,4,5 hp/3.7 kW,5,36,30,40,11,20,-9999,-9999,2,-9999,4.5,4,10.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1535,4,5 hp/3.7 kW,5,32,40,50,11,20,-9999,-9999,2,-9999,4.800000191,4.199999809,12.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1536,4,5 hp/3.7 kW,5,30,50,60,11,20,-9999,-9999,2,-9999,4.900000095,4.300000191,14.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1537,4,5 hp/3.7 kW,5,27,60,70,11,20,-9999,-9999,2,-9999,5,4.400000095,16.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1538,4,5 hp/3.7 kW,5,25,70,80,11,20,-9999,-9999,2,-9999,5.099999905,4.5,17.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1539,4,5 hp/3.7 kW,5,23,80,90,11,20,-9999,-9999,2,-9999,5.099999905,4.5,19.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1540,4,5 hp/3.7 kW,5,22,90,100,11,20,-9999,-9999,2,-9999,5.199999809,4.5,21,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1541,4,5 hp/3.7 kW,5,20,100,110,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,22.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1542,4,5 hp/3.7 kW,5,19,110,120,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,24.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1543,4,5 hp/3.7 kW,5,18,120,130,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,25.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1544,4,5 hp/3.7 kW,5,17,125,135,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,26.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1545,4,7.5 hp/5.5 kW,7.5,54,30,40,11,20,-9999,-9999,2,-9999,6.800000191,5.800000191,10.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1546,4,7.5 hp/5.5 kW,7.5,48,40,50,11,20,-9999,-9999,2,-9999,7.099999905,6.099999905,12.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1547,4,7.5 hp/5.5 kW,7.5,44,50,60,11,20,-9999,-9999,2,-9999,7.400000095,6.300000191,14.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1548,4,7.5 hp/5.5 kW,7.5,41,60,70,11,20,-9999,-9999,2,-9999,7.5,6.5,15.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1549,4,7.5 hp/5.5 kW,7.5,38,70,80,11,20,-9999,-9999,2,-9999,7.599999905,6.599999905,17.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1550,4,7.5 hp/5.5 kW,7.5,35,80,90,11,20,-9999,-9999,2,-9999,7.699999809,6.599999905,18.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1551,4,7.5 hp/5.5 kW,7.5,33,90,100,11,20,-9999,-9999,2,-9999,7.800000191,6.699999809,20.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1552,4,7.5 hp/5.5 kW,7.5,31,100,110,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,22.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1553,4,7.5 hp/5.5 kW,7.5,29,110,120,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,23.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1554,4,7.5 hp/5.5 kW,7.5,27,120,130,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,25.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1555,4,7.5 hp/5.5 kW,7.5,26,125,135,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,25.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1556,4,10 hp/7.5 kW,10,72,30,40,11,20,-9999,-9999,2,-9999,9,7.699999809,10.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1557,4,10 hp/7.5 kW,10,65,40,50,11,20,-9999,-9999,2,-9999,9.5,8.100000381,12.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1558,4,10 hp/7.5 kW,10,59,50,60,11,20,-9999,-9999,2,-9999,9.800000191,8.399999619,14.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1559,4,10 hp/7.5 kW,10,55,60,70,11,20,-9999,-9999,2,-9999,10,8.5,15.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1560,4,10 hp/7.5 kW,10,50,70,80,11,20,-9999,-9999,2,-9999,10.19999981,8.699999809,17.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1561,4,10 hp/7.5 kW,10,47,80,90,11,20,-9999,-9999,2,-9999,10.30000019,8.800000191,18.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1562,4,10 hp/7.5 kW,10,43,90,100,11,20,-9999,-9999,2,-9999,10.39999962,8.800000191,20.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1563,4,10 hp/7.5 kW,10,41,100,110,11,20,-9999,-9999,2,-9999,10.5,9,22,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1564,4,10 hp/7.5 kW,10,38,110,120,11,20,-9999,-9999,2,-9999,10.5,9,23.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1565,4,10 hp/7.5 kW,10,36,120,130,11,20,-9999,-9999,2,-9999,10.5,9,24.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1566,4,10 hp/7.5 kW,10,35,125,135,11,20,-9999,-9999,2,-9999,10.5,9,25.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1567,4,15 hp/11 kW,15,109,30,40,11,20,-9999,-9999,2,-9999,13.5,11.5,10.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1568,4,15 hp/11 kW,15,97,40,50,11,20,-9999,-9999,2,-9999,14.30000019,12.19999981,12.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1569,4,15 hp/11 kW,15,89,50,60,11,20,-9999,-9999,2,-9999,14.69999981,12.5,14.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1570,4,15 hp/11 kW,15,82,60,70,11,20,-9999,-9999,2,-9999,15,12.80000019,15.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1571,4,15 hp/11 kW,15,76,70,80,11,20,-9999,-9999,2,-9999,15.19999981,13,17.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1572,4,15 hp/11 kW,15,70,80,90,11,20,-9999,-9999,2,-9999,15.39999962,13.10000038,18.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1573,4,15 hp/11 kW,15,65,90,100,11,20,-9999,-9999,2,-9999,15.5,13.30000019,20.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1574,4,15 hp/11 kW,15,61,100,110,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,22,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1575,4,15 hp/11 kW,15,57,110,120,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,23.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1576,4,15 hp/11 kW,15,54,120,130,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,24.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1577,4,15 hp/11 kW,15,52,125,135,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,25.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1578,4,20 hp/15 kW,20,149,30,40,11,20,-9999,-9999,2,-9999,18.10000038,15.10000038,10.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1579,4,20 hp/15 kW,20,133,40,50,11,20,-9999,-9999,2,-9999,19,15.80000019,11.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1580,4,20 hp/15 kW,20,122,50,60,11,20,-9999,-9999,2,-9999,19.60000038,16.39999962,13.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1581,4,20 hp/15 kW,20,113,60,70,11,20,-9999,-9999,2,-9999,20,16.70000076,14.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1582,4,20 hp/15 kW,20,104,70,80,11,20,-9999,-9999,2,-9999,20.29999924,16.89999962,16.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
