ZIP (character),ZIP (numeric),state,eGRID Subregion #1,eGRID Subregion #2,eGRID Subregion #3,,,,,
01801,1801,MA,NEWE,,,,,,,
01801,1801,MA,NEWE,,,,,,,
01803,1803,MA,NEWE,,,,,,,
01803,1803,MA,NEWE,,,,,,,
01805,1805,MA,NEWE,,,,,,,
01807,1807,MA,NEWE,,,,,,,
01810,1810,MA,NEWE,,,,,,,
01810,1810,MA,NEWE,,,,,,,
01812,1812,MA,NEWE,,,,,,,
01813,1813,MA,NEWE,,,,,,,
01815,1815,MA,NEWE,,,,,,,
01821,1821,MA,NEWE,,,,,,,
01821,1821,MA,NEWE,,,,,,,
01822,1822,MA,NEWE,,,,,,,
01824,1824,MA,NEWE,,,,,,,
01826,1826,MA,NEWE,,,,,,,
01827,1827,MA,NEWE,,,,,,,
01827,1827,MA,NEWE,,,,,,,
01830,1830,MA,NEWE,,,,,,,
01830,1830,MA,NEWE,,,,,,,
01831,1831,MA,NEWE,,,,,,,
01832,1832,MA,NEWE,,,,,,,
01833,1833,MA,NEWE,,,,,,,
01833,1833,MA,NEWE,,,,,,,
01834,1834,MA,NEWE,,,,,,,
01834,1834,MA,NEWE,,,,,,,
01835,1835,MA,NEWE,,,,,,,
01835,1835,MA,NEWE,,,,,,,
01840,1840,MA,NEWE,,,,,,,
01841,1841,MA,NEWE,,,,,,,
01842,1842,MA,NEWE,,,,,,,
01843,1843,MA,NEWE,,,,,,,
01844,1844,MA,NEWE,,,,,,,
01845,1845,MA,NEWE,,,,,,,
01845,1845,MA,NEWE,,,,,,,
01850,1850,MA,NEWE,,,,,,,
01851,1851,MA,NEWE,,,,,,,
01852,1852,MA,NEWE,,,,,,,
01853,1853,MA,NEWE,,,,,,,
01854,1854,MA,NEWE,,,,,,,
01860,1860,MA,NEWE,,,,,,,
01860,1860,MA,NEWE,,,,,,,
01862,1862,MA,NEWE,,,,,,,
01863,1863,MA,NEWE,,,,,,,
01864,1864,MA,NEWE,,,,,,,
01864,1864,MA,NEWE,,,,,,,
01865,1865,MA,NEWE,,,,,,,
01866,1866,MA,NEWE,,,,,,,
01867,1867,MA,NEWE,,,,,,,
01867,1867,MA,NEWE,,,,,,,
01876,1876,MA,NEWE,,,,,,,
01876,1876,MA,NEWE,,,,,,,
01879,1879,MA,NEWE,,,,,,,
01879,1879,MA,NEWE,,,,,,,
01880,1880,MA,NEWE,,,,,,,
01880,1880,MA,NEWE,,,,,,,
01885,1885,MA,NEWE,,,,,,,
01886,1886,MA,NEWE,,,,,,,
01886,1886,MA,NEWE,,,,,,,
01887,1887,MA,NEWE,,,,,,,
01887,1887,MA,NEWE,,,,,,,
01888,1888,MA,NEWE,,,,,,,
01889,1889,MA,NEWE,,,,,,,
01889,1889,MA,NEWE,,,,,,,
01890,1890,MA,NEWE,,,,,,,
01899,1899,MA,NEWE,,,,,,,
01901,1901,MA,NEWE,,,,,,,
01902,1902,MA,NEWE,,,,,,,
01903,1903,MA,NEWE,,,,,,,
01904,1904,MA,NEWE,,,,,,,
01904,1904,MA,NEWE,,,,,,,
01905,1905,MA,NEWE,,,,,,,
01906,1906,MA,NEWE,,,,,,,
01906,1906,MA,NEWE,,,,,,,
01907,1907,MA,NEWE,,,,,,,
01907,1907,MA,NEWE,,,,,,,
01908,1908,MA,NEWE,,,,,,,
01910,1910,MA,NEWE,,,,,,,
01913,1913,MA,NEWE,,,,,,,
01913,1913,MA,NEWE,,,,,,,
01915,1915,MA,NEWE,,,,,,,
01915,1915,MA,NEWE,,,,,,,
01921,1921,MA,NEWE,,,,,,,
01921,1921,MA,NEWE,,,,,,,
01922,1922,MA,NEWE,,,,,,,
01922,1922,MA,NEWE,,,,,,,
01923,1923,MA,NEWE,,,,,,,
01923,1923,MA,NEWE,,,,,,,
01929,1929,MA,NEWE,,,,,,,
01929,1929,MA,NEWE,,,,,,,
01930,1930,MA,NEWE,,,,,,,
01930,1930,MA,NEWE,,,,,,,
01931,1931,MA,NEWE,,,,,,,
01936,1936,MA,NEWE,,,,,,,
01937,1937,MA,NEWE,,,,,,,
01937,1937,MA,NEWE,,,,,,,
01938,1938,MA,NEWE,,,,,,,
01938,1938,MA,NEWE,,,,,,,
01940,1940,MA,NEWE,,,,,,,
01940,1940,MA,NEWE,,,,,,,
01944,1944,MA,NEWE,,,,,,,
01945,1945,MA,NEWE,,,,,,,
01945,1945,MA,NEWE,,,,,,,
01949,1949,MA,NEWE,,,,,,,
01949,1949,MA,NEWE,,,,,,,
01950,1950,MA,NEWE,,,,,,,
01951,1951,MA,NEWE,,,,,,,
01951,1951,MA,NEWE,,,,,,,
01952,1952,MA,NEWE,,,,,,,
01960,1960,MA,NEWE,,,,,,,
01960,1960,MA,NEWE,,,,,,,
01961,1961,MA,NEWE,,,,,,,
01961,1961,MA,NEWE,,,,,,,
01965,1965,MA,NEWE,,,,,,,
01966,1966,MA,NEWE,,,,,,,
01969,1969,MA,NEWE,,,,,,,
01969,1969,MA,NEWE,,,,,,,
01970,1970,MA,NEWE,,,,,,,
01970,1970,MA,NEWE,,,,,,,
01971,1971,MA,NEWE,,,,,,,
01982,1982,MA,NEWE,,,,,,,
01982,1982,MA,NEWE,,,,,,,
01983,1983,MA,NEWE,,,,,,,
01983,1983,MA,NEWE,,,,,,,
01984,1984,MA,NEWE,,,,,,,
01984,1984,MA,NEWE,,,,,,,
01985,1985,MA,NEWE,,,,,,,
01985,1985,MA,NEWE,,,,,,,
02018,2018,MA,NEWE,,,,,,,
02018,2018,MA,NEWE,,,,,,,
02019,2019,MA,NEWE,,,,,,,
02020,2020,MA,NEWE,,,,,,,
02021,2021,MA,NEWE,,,,,,,
02021,2021,MA,NEWE,,,,,,,
02025,2025,MA,NEWE,,,,,,,
02025,2025,MA,NEWE,,,,,,,
02026,2026,MA,NEWE,,,,,,,
02027,2027,MA,NEWE,,,,,,,
02030,2030,MA,NEWE,,,,,,,
02030,2030,MA,NEWE,,,,,,,
02032,2032,MA,NEWE,,,,,,,
02032,2032,MA,NEWE,,,,,,,
02035,2035,MA,NEWE,,,,,,,
02035,2035,MA,NEWE,,,,,,,
02038,2038,MA,NEWE,,,,,,,
02040,2040,MA,NEWE,,,,,,,
02041,2041,MA,NEWE,,,,,,,
02043,2043,MA,NEWE,,,,,,,
02043,2043,MA,NEWE,,,,,,,
02044,2044,MA,NEWE,,,,,,,
02044,2044,MA,NEWE,,,,,,,
02045,2045,MA,NEWE,,,,,,,
02045,2045,MA,NEWE,,,,,,,
02047,2047,MA,NEWE,,,,,,,
02048,2048,MA,NEWE,,,,,,,
02048,2048,MA,NEWE,,,,,,,
02050,2050,MA,NEWE,,,,,,,
02051,2051,MA,NEWE,,,,,,,
02052,2052,MA,NEWE,,,,,,,
02053,2053,MA,NEWE,,,,,,,
02054,2054,MA,NEWE,,,,,,,
02055,2055,MA,NEWE,,,,,,,
02056,2056,MA,NEWE,,,,,,,
02059,2059,MA,NEWE,,,,,,,
02060,2060,MA,NEWE,,,,,,,
02061,2061,MA,NEWE,,,,,,,
02061,2061,MA,NEWE,,,,,,,
02062,2062,MA,NEWE,,,,,,,
02062,2062,MA,NEWE,,,,,,,
02065,2065,MA,NEWE,,,,,,,
02066,2066,MA,NEWE,,,,,,,
02066,2066,MA,NEWE,,,,,,,
02067,2067,MA,NEWE,,,,,,,
02067,2067,MA,NEWE,,,,,,,
02070,2070,MA,NEWE,,,,,,,
02071,2071,MA,NEWE,,,,,,,
02072,2072,MA,NEWE,,,,,,,
02081,2081,MA,NEWE,,,,,,,
02081,2081,MA,NEWE,,,,,,,
02090,2090,MA,NEWE,,,,,,,
02090,2090,MA,NEWE,,,,,,,
02093,2093,MA,NEWE,,,,,,,
02101,2101,MA,NEWE,,,,,,,
02108,2108,MA,NEWE,,,,,,,
02109,2109,MA,NEWE,,,,,,,
02110,2110,MA,NEWE,,,,,,,
02111,2111,MA,NEWE,,,,,,,
02112,2112,MA,NEWE,,,,,,,
02113,2113,MA,NEWE,,,,,,,
02114,2114,MA,NEWE,,,,,,,
02115,2115,MA,NEWE,,,,,,,
02116,2116,MA,NEWE,,,,,,,
02117,2117,MA,NEWE,,,,,,,
02118,2118,MA,NEWE,,,,,,,
02119,2119,MA,NEWE,,,,,,,
02120,2120,MA,NEWE,,,,,,,
02121,2121,MA,NEWE,,,,,,,
02122,2122,MA,NEWE,,,,,,,
02123,2123,MA,NEWE,,,,,,,
02124,2124,MA,NEWE,,,,,,,
02125,2125,MA,NEWE,,,,,,,
02126,2126,MA,NEWE,,,,,,,
02127,2127,MA,NEWE,,,,,,,
02128,2128,MA,NEWE,,,,,,,
02129,2129,MA,NEWE,,,,,,,
02130,2130,MA,NEWE,,,,,,,
02131,2131,MA,NEWE,,,,,,,
02132,2132,MA,NEWE,,,,,,,
02133,2133,MA,NEWE,,,,,,,
02134,2134,MA,NEWE,,,,,,,
02135,2135,MA,NEWE,,,,,,,
02136,2136,MA,NEWE,,,,,,,
02137,2137,MA,NEWE,,,,,,,
02138,2138,MA,NEWE,,,,,,,
02138,2138,MA,NEWE,,,,,,,
02139,2139,MA,NEWE,,,,,,,
02140,2140,MA,NEWE,,,,,,,
02140,2140,MA,NEWE,,,,,,,
02141,2141,MA,NEWE,,,,,,,
02142,2142,MA,NEWE,,,,,,,
02143,2143,MA,NEWE,,,,,,,
02144,2144,MA,NEWE,,,,,,,
02145,2145,MA,NEWE,,,,,,,
02148,2148,MA,NEWE,,,,,,,
02149,2149,MA,NEWE,,,,,,,
02150,2150,MA,NEWE,,,,,,,
02151,2151,MA,NEWE,,,,,,,
02152,2152,MA,NEWE,,,,,,,
02153,2153,MA,NEWE,,,,,,,
02155,2155,MA,NEWE,,,,,,,
02156,2156,MA,NEWE,,,,,,,
02163,2163,MA,NEWE,,,,,,,
02169,2169,MA,NEWE,,,,,,,
02169,2169,MA,NEWE,,,,,,,
02170,2170,MA,NEWE,,,,,,,
02171,2171,MA,NEWE,,,,,,,
02176,2176,MA,NEWE,,,,,,,
02176,2176,MA,NEWE,,,,,,,
02180,2180,MA,NEWE,,,,,,,
02180,2180,MA,NEWE,,,,,,,
02184,2184,MA,NEWE,,,,,,,
02184,2184,MA,NEWE,,,,,,,
02185,2185,MA,NEWE,,,,,,,
02185,2185,MA,NEWE,,,,,,,
02186,2186,MA,NEWE,,,,,,,
02187,2187,MA,NEWE,,,,,,,
02188,2188,MA,NEWE,,,,,,,
02188,2188,MA,NEWE,,,,,,,
02189,2189,MA,NEWE,,,,,,,
02189,2189,MA,NEWE,,,,,,,
02190,2190,MA,NEWE,,,,,,,
02190,2190,MA,NEWE,,,,,,,
02191,2191,MA,NEWE,,,,,,,
02196,2196,MA,NEWE,,,,,,,
02199,2199,MA,NEWE,,,,,,,
02201,2201,MA,NEWE,,,,,,,
02203,2203,MA,NEWE,,,,,,,
02204,2204,MA,NEWE,,,,,,,
02205,2205,MA,NEWE,,,,,,,
02206,2206,MA,NEWE,,,,,,,
02210,2210,MA,NEWE,,,,,,,
02211,2211,MA,NEWE,,,,,,,
02212,2212,MA,NEWE,,,,,,,
02215,2215,MA,NEWE,,,,,,,
02217,2217,MA,NEWE,,,,,,,
02222,2222,MA,NEWE,,,,,,,
02228,2228,MA,NEWE,,,,,,,
02238,2238,MA,NEWE,,,,,,,
02241,2241,MA,NEWE,,,,,,,
02266,2266,MA,NEWE,,,,,,,
02269,2269,MA,NEWE,,,,,,,
02283,2283,MA,NEWE,,,,,,,
02284,2284,MA,NEWE,,,,,,,
02293,2293,MA,NEWE,,,,,,,
02295,2295,MA,NEWE,,,,,,,
02297,2297,MA,NEWE,,,,,,,
02298,2298,MA,NEWE,,,,,,,
02301,2301,MA,NEWE,,,,,,,
02302,2302,MA,NEWE,,,,,,,
02303,2303,MA,NEWE,,,,,,,
02304,2304,MA,NEWE,,,,,,,
02305,2305,MA,NEWE,,,,,,,
02322,2322,MA,NEWE,,,,,,,
02324,2324,MA,NEWE,,,,,,,
02324,2324,MA,NEWE,,,,,,,
02325,2325,MA,NEWE,,,,,,,
02327,2327,MA,NEWE,,,,,,,
02330,2330,MA,NEWE,,,,,,,
02330,2330,MA,NEWE,,,,,,,
02331,2331,MA,NEWE,,,,,,,
02332,2332,MA,NEWE,,,,,,,
02333,2333,MA,NEWE,,,,,,,
02334,2334,MA,NEWE,,,,,,,
02337,2337,MA,NEWE,,,,,,,
02338,2338,MA,NEWE,,,,,,,
02338,2338,MA,NEWE,,,,,,,
02339,2339,MA,NEWE,,,,,,,
02340,2340,MA,NEWE,,,,,,,
02341,2341,MA,NEWE,,,,,,,
02343,2343,MA,NEWE,,,,,,,
02343,2343,MA,NEWE,,,,,,,
02344,2344,MA,NEWE,,,,,,,
02344,2344,MA,NEWE,,,,,,,
02345,2345,MA,NEWE,,,,,,,
02346,2346,MA,NEWE,,,,,,,
02346,2346,MA,NEWE,,,,,,,
02347,2347,MA,NEWE,,,,,,,
02347,2347,MA,NEWE,,,,,,,
02348,2348,MA,NEWE,,,,,,,
02349,2349,MA,NEWE,,,,,,,
02349,2349,MA,NEWE,,,,,,,
02350,2350,MA,NEWE,,,,,,,
02351,2351,MA,NEWE,,,,,,,
02355,2355,MA,NEWE,,,,,,,
02356,2356,MA,NEWE,,,,,,,
02356,2356,MA,NEWE,,,,,,,
02357,2357,MA,NEWE,,,,,,,
02358,2358,MA,NEWE,,,,,,,
02359,2359,MA,NEWE,,,,,,,
02360,2360,MA,NEWE,,,,,,,
02361,2361,MA,NEWE,,,,,,,
02362,2362,MA,NEWE,,,,,,,
02364,2364,MA,NEWE,,,,,,,
02366,2366,MA,NEWE,,,,,,,
02367,2367,MA,NEWE,,,,,,,
02367,2367,MA,NEWE,,,,,,,
02368,2368,MA,NEWE,,,,,,,
02368,2368,MA,NEWE,,,,,,,
02370,2370,MA,NEWE,,,,,,,
02370,2370,MA,NEWE,,,,,,,
02375,2375,MA,NEWE,,,,,,,
02375,2375,MA,NEWE,,,,,,,
02379,2379,MA,NEWE,,,,,,,
02381,2381,MA,NEWE,,,,,,,
02382,2382,MA,NEWE,,,,,,,
02420,2420,MA,NEWE,,,,,,,
02421,2421,MA,NEWE,,,,,,,
02421,2421,MA,NEWE,,,,,,,
02445,2445,MA,NEWE,,,,,,,
02446,2446,MA,NEWE,,,,,,,
02447,2447,MA,NEWE,,,,,,,
02451,2451,MA,NEWE,,,,,,,
02452,2452,MA,NEWE,,,,,,,
02452,2452,MA,NEWE,,,,,,,
02453,2453,MA,NEWE,,,,,,,
02454,2454,MA,NEWE,,,,,,,
02455,2455,MA,NEWE,,,,,,,
02456,2456,MA,NEWE,,,,,,,
02457,2457,MA,NEWE,,,,,,,
02457,2457,MA,NEWE,,,,,,,
02458,2458,MA,NEWE,,,,,,,
02459,2459,MA,NEWE,,,,,,,
02460,2460,MA,NEWE,,,,,,,
02461,2461,MA,NEWE,,,,,,,
02462,2462,MA,NEWE,,,,,,,
02462,2462,MA,NEWE,,,,,,,
02464,2464,MA,NEWE,,,,,,,
02464,2464,MA,NEWE,,,,,,,
02465,2465,MA,NEWE,,,,,,,
02466,2466,MA,NEWE,,,,,,,
02467,2467,MA,NEWE,,,,,,,
02468,2468,MA,NEWE,,,,,,,
02468,2468,MA,NEWE,,,,,,,
02471,2471,MA,NEWE,,,,,,,
02472,2472,MA,NEWE,,,,,,,
02472,2472,MA,NEWE,,,,,,,
02474,2474,MA,NEWE,,,,,,,
02474,2474,MA,NEWE,,,,,,,
02475,2475,MA,NEWE,,,,,,,
02476,2476,MA,NEWE,,,,,,,
02476,2476,MA,NEWE,,,,,,,
02477,2477,MA,NEWE,,,,,,,
02478,2478,MA,NEWE,,,,,,,
02478,2478,MA,NEWE,,,,,,,
02479,2479,MA,NEWE,,,,,,,
02479,2479,MA,NEWE,,,,,,,
02481,2481,MA,NEWE,,,,,,,
02481,2481,MA,NEWE,,,,,,,
02482,2482,MA,NEWE,,,,,,,
02482,2482,MA,NEWE,,,,,,,
02492,2492,MA,NEWE,,,,,,,
02492,2492,MA,NEWE,,,,,,,
02493,2493,MA,NEWE,,,,,,,
02493,2493,MA,NEWE,,,,,,,
02494,2494,MA,NEWE,,,,,,,
02494,2494,MA,NEWE,,,,,,,
02495,2495,MA,NEWE,,,,,,,
02532,2532,MA,NEWE,,,,,,,
02534,2534,MA,NEWE,,,,,,,
02535,2535,MA,NEWE,,,,,,,
02536,2536,MA,NEWE,,,,,,,
02537,2537,MA,NEWE,,,,,,,
02538,2538,MA,NEWE,,,,,,,
02539,2539,MA,NEWE,,,,,,,
02540,2540,MA,NEWE,,,,,,,
02541,2541,MA,NEWE,,,,,,,
02542,2542,MA,NEWE,,,,,,,
02543,2543,MA,NEWE,,,,,,,
02552,2552,MA,NEWE,,,,,,,
02553,2553,MA,NEWE,,,,,,,
02554,2554,MA,NEWE,,,,,,,
02556,2556,MA,NEWE,,,,,,,
02557,2557,MA,NEWE,,,,,,,
02558,2558,MA,NEWE,,,,,,,
02559,2559,MA,NEWE,,,,,,,
02561,2561,MA,NEWE,,,,,,,
02562,2562,MA,NEWE,,,,,,,
02563,2563,MA,NEWE,,,,,,,
02564,2564,MA,NEWE,,,,,,,
02565,2565,MA,NEWE,,,,,,,
02568,2568,MA,NEWE,,,,,,,
02571,2571,MA,NEWE,,,,,,,
02573,2573,MA,NEWE,,,,,,,
02574,2574,MA,NEWE,,,,,,,
02575,2575,MA,NEWE,,,,,,,
02576,2576,MA,NEWE,,,,,,,
02576,2576,MA,NEWE,,,,,,,
02584,2584,MA,NEWE,,,,,,,
02601,2601,MA,NEWE,,,,,,,
02630,2630,MA,NEWE,,,,,,,
02631,2631,MA,NEWE,,,,,,,
02632,2632,MA,NEWE,,,,,,,
02633,2633,MA,NEWE,,,,,,,
02634,2634,MA,NEWE,,,,,,,
02635,2635,MA,NEWE,,,,,,,
02637,2637,MA,NEWE,,,,,,,
02638,2638,MA,NEWE,,,,,,,
02639,2639,MA,NEWE,,,,,,,
02641,2641,MA,NEWE,,,,,,,
02642,2642,MA,NEWE,,,,,,,
02643,2643,MA,NEWE,,,,,,,
02644,2644,MA,NEWE,,,,,,,
02645,2645,MA,NEWE,,,,,,,
02646,2646,MA,NEWE,,,,,,,
02647,2647,MA,NEWE,,,,,,,
02648,2648,MA,NEWE,,,,,,,
02649,2649,MA,NEWE,,,,,,,
02650,2650,MA,NEWE,,,,,,,
02651,2651,MA,NEWE,,,,,,,
02652,2652,MA,NEWE,,,,,,,
02653,2653,MA,NEWE,,,,,,,
02655,2655,MA,NEWE,,,,,,,
02657,2657,MA,NEWE,,,,,,,
02659,2659,MA,NEWE,,,,,,,
02660,2660,MA,NEWE,,,,,,,
02661,2661,MA,NEWE,,,,,,,
02662,2662,MA,NEWE,,,,,,,
02663,2663,MA,NEWE,,,,,,,
02664,2664,MA,NEWE,,,,,,,
02666,2666,MA,NEWE,,,,,,,
02667,2667,MA,NEWE,,,,,,,
02668,2668,MA,NEWE,,,,,,,
02669,2669,MA,NEWE,,,,,,,
02670,2670,MA,NEWE,,,,,,,
02671,2671,MA,NEWE,,,,,,,
02672,2672,MA,NEWE,,,,,,,
02673,2673,MA,NEWE,,,,,,,
02675,2675,MA,NEWE,,,,,,,
02702,2702,MA,NEWE,,,,,,,
02702,2702,MA,NEWE,,,,,,,
02703,2703,MA,NEWE,,,,,,,
02703,2703,MA,NEWE,,,,,,,
02712,2712,MA,NEWE,,,,,,,
02713,2713,MA,NEWE,,,,,,,
02714,2714,MA,NEWE,,,,,,,
02715,2715,MA,NEWE,,,,,,,
02715,2715,MA,NEWE,,,,,,,
02717,2717,MA,NEWE,,,,,,,
02718,2718,MA,NEWE,,,,,,,
02718,2718,MA,NEWE,,,,,,,
02719,2719,MA,NEWE,,,,,,,
02720,2720,MA,NEWE,,,,,,,
02721,2721,MA,NEWE,,,,,,,
02722,2722,MA,NEWE,,,,,,,
02723,2723,MA,NEWE,,,,,,,
02724,2724,MA,NEWE,,,,,,,
02725,2725,MA,NEWE,,,,,,,
02726,2726,MA,NEWE,,,,,,,
02738,2738,MA,NEWE,,,,,,,
02739,2739,MA,NEWE,,,,,,,
02740,2740,MA,NEWE,,,,,,,
02741,2741,MA,NEWE,,,,,,,
02742,2742,MA,NEWE,,,,,,,
02743,2743,MA,NEWE,,,,,,,
02744,2744,MA,NEWE,,,,,,,
02745,2745,MA,NEWE,,,,,,,
02746,2746,MA,NEWE,,,,,,,
02747,2747,MA,NEWE,,,,,,,
02748,2748,MA,NEWE,,,,,,,
02760,2760,MA,NEWE,,,,,,,
02760,2760,MA,NEWE,,,,,,,
02761,2761,MA,NEWE,,,,,,,
02761,2761,MA,NEWE,,,,,,,
02762,2762,MA,NEWE,,,,,,,
02762,2762,MA,NEWE,,,,,,,
02763,2763,MA,NEWE,,,,,,,
02763,2763,MA,NEWE,,,,,,,
02764,2764,MA,NEWE,,,,,,,
02764,2764,MA,NEWE,,,,,,,
02766,2766,MA,NEWE,,,,,,,
02766,2766,MA,NEWE,,,,,,,
02767,2767,MA,NEWE,,,,,,,
02767,2767,MA,NEWE,,,,,,,
02768,2768,MA,NEWE,,,,,,,
02768,2768,MA,NEWE,,,,,,,
02769,2769,MA,NEWE,,,,,,,
02769,2769,MA,NEWE,,,,,,,
02770,2770,MA,NEWE,,,,,,,
02770,2770,MA,NEWE,,,,,,,
02771,2771,MA,NEWE,,,,,,,
02777,2777,MA,NEWE,,,,,,,
02779,2779,MA,NEWE,,,,,,,
02779,2779,MA,NEWE,,,,,,,
02780,2780,MA,NEWE,,,,,,,
02780,2780,MA,NEWE,,,,,,,
02783,2783,MA,NEWE,,,,,,,
02783,2783,MA,NEWE,,,,,,,
02790,2790,MA,NEWE,,,,,,,
02791,2791,MA,NEWE,,,,,,,
02801,2801,RI,NEWE,,,,,,,
02802,2802,RI,NEWE,,,,,,,
02804,2804,RI,NEWE,,,,,,,
02806,2806,RI,NEWE,,,,,,,
02807,2807,RI,NEWE,,,,,,,
02807,2807,RI,NEWE,,,,,,,
02808,2808,RI,NEWE,,,,,,,
02809,2809,RI,NEWE,,,,,,,
02812,2812,RI,NEWE,,,,,,,
02813,2813,RI,NEWE,,,,,,,
02814,2814,RI,NEWE,,,,,,,
02814,2814,RI,NEWE,,,,,,,
02815,2815,RI,NEWE,,,,,,,
02816,2816,RI,NEWE,,,,,,,
02817,2817,RI,NEWE,,,,,,,
02818,2818,RI,NEWE,,,,,,,
02822,2822,RI,NEWE,,,,,,,
02823,2823,RI,NEWE,,,,,,,
02824,2824,RI,NEWE,,,,,,,
02825,2825,RI,NEWE,,,,,,,
02826,2826,RI,NEWE,,,,,,,
02827,2827,RI,NEWE,,,,,,,
02828,2828,RI,NEWE,,,,,,,
02829,2829,RI,NEWE,,,,,,,
02830,2830,RI,NEWE,,,,,,,
02830,2830,RI,NEWE,,,,,,,
02831,2831,RI,NEWE,,,,,,,
02832,2832,RI,NEWE,,,,,,,
02833,2833,RI,NEWE,,,,,,,
02835,2835,RI,NEWE,,,,,,,
02836,2836,RI,NEWE,,,,,,,
02837,2837,RI,NEWE,,,,,,,
02838,2838,RI,NEWE,,,,,,,
02839,2839,RI,NEWE,,,,,,,
02840,2840,RI,NEWE,,,,,,,
02841,2841,RI,NEWE,,,,,,,
02842,2842,RI,NEWE,,,,,,,
02852,2852,RI,NEWE,,,,,,,
02857,2857,RI,NEWE,,,,,,,
02858,2858,RI,NEWE,,,,,,,
02859,2859,RI,NEWE,,,,,,,
02859,2859,RI,NEWE,,,,,,,
02860,2860,RI,NEWE,,,,,,,
02861,2861,RI,NEWE,,,,,,,
02862,2862,RI,NEWE,,,,,,,
02863,2863,RI,NEWE,,,,,,,
02864,2864,RI,NEWE,,,,,,,
02865,2865,RI,NEWE,,,,,,,
02871,2871,RI,NEWE,,,,,,,
02872,2872,RI,NEWE,,,,,,,
02873,2873,RI,NEWE,,,,,,,
02874,2874,RI,NEWE,,,,,,,
02875,2875,RI,NEWE,,,,,,,
02876,2876,RI,NEWE,,,,,,,
02877,2877,RI,NEWE,,,,,,,
02878,2878,RI,NEWE,,,,,,,
02879,2879,RI,NEWE,,,,,,,
02880,2880,RI,NEWE,,,,,,,
02881,2881,RI,NEWE,,,,,,,
02882,2882,RI,NEWE,,,,,,,
02883,2883,RI,NEWE,,,,,,,
02885,2885,RI,NEWE,,,,,,,
02886,2886,RI,NEWE,,,,,,,
02887,2887,RI,NEWE,,,,,,,
02888,2888,RI,NEWE,,,,,,,
02889,2889,RI,NEWE,,,,,,,
02891,2891,RI,NEWE,,,,,,,
02892,2892,RI,NEWE,,,,,,,
02893,2893,RI,NEWE,,,,,,,
02894,2894,RI,NEWE,,,,,,,
02895,2895,RI,NEWE,,,,,,,
02896,2896,RI,NEWE,,,,,,,
02898,2898,RI,NEWE,,,,,,,
02901,2901,RI,NEWE,,,,,,,
02902,2902,RI,NEWE,,,,,,,
02903,2903,RI,NEWE,,,,,,,
02904,2904,RI,NEWE,,,,,,,
02905,2905,RI,NEWE,,,,,,,
02906,2906,RI,NEWE,,,,,,,
02907,2907,RI,NEWE,,,,,,,
02908,2908,RI,NEWE,,,,,,,
02909,2909,RI,NEWE,,,,,,,
02910,2910,RI,NEWE,,,,,,,
02911,2911,RI,NEWE,,,,,,,
02912,2912,RI,NEWE,,,,,,,
02914,2914,RI,NEWE,,,,,,,
02915,2915,RI,NEWE,,,,,,,
02916,2916,RI,NEWE,,,,,,,
02917,2917,RI,NEWE,,,,,,,
02918,2918,RI,NEWE,,,,,,,
02919,2919,RI,NEWE,,,,,,,
02920,2920,RI,NEWE,,,,,,,
02921,2921,RI,NEWE,,,,,,,
02940,2940,RI,NEWE,,,,,,,
03031,3031,NH,NEWE,,,,,,,
03032,3032,NH,NEWE,,,,,,,
03032,3032,NH,NEWE,,,,,,,
03033,3033,NH,NEWE,,,,,,,
03034,3034,NH,NEWE,,,,,,,
03034,3034,NH,NEWE,,,,,,,
03036,3036,NH,NEWE,,,,,,,
03036,3036,NH,NEWE,,,,,,,
03037,3037,NH,NEWE,,,,,,,
03037,3037,NH,NEWE,,,,,,,
03038,3038,NH,NEWE,,,,,,,
03038,3038,NH,NEWE,,,,,,,
03040,3040,NH,NEWE,,,,,,,
03041,3041,NH,NEWE,,,,,,,
03042,3042,NH,NEWE,,,,,,,
03042,3042,NH,NEWE,,,,,,,
03043,3043,NH,NEWE,,,,,,,
03044,3044,NH,NEWE,,,,,,,
03044,3044,NH,NEWE,,,,,,,
03045,3045,NH,NEWE,,,,,,,
03046,3046,NH,NEWE,,,,,,,
03047,3047,NH,NEWE,,,,,,,
03048,3048,NH,NEWE,,,,,,,
03049,3049,NH,NEWE,,,,,,,
03051,3051,NH,NEWE,,,,,,,
03052,3052,NH,NEWE,,,,,,,
03053,3053,NH,NEWE,,,,,,,
03054,3054,NH,NEWE,,,,,,,
03055,3055,NH,NEWE,,,,,,,
03057,3057,NH,NEWE,,,,,,,
03060,3060,NH,NEWE,,,,,,,
03061,3061,NH,NEWE,,,,,,,
03062,3062,NH,NEWE,,,,,,,
03063,3063,NH,NEWE,,,,,,,
03064,3064,NH,NEWE,,,,,,,
03070,3070,NH,NEWE,,,,,,,
03071,3071,NH,NEWE,,,,,,,
03073,3073,NH,NEWE,,,,,,,
03076,3076,NH,NEWE,,,,,,,
03077,3077,NH,NEWE,,,,,,,
03077,3077,NH,NEWE,,,,,,,
03079,3079,NH,NEWE,,,,,,,
03082,3082,NH,NEWE,,,,,,,
03084,3084,NH,NEWE,,,,,,,
03086,3086,NH,NEWE,,,,,,,
03087,3087,NH,NEWE,,,,,,,
03101,3101,NH,NEWE,,,,,,,
03102,3102,NH,NEWE,,,,,,,
03103,3103,NH,NEWE,,,,,,,
03104,3104,NH,NEWE,,,,,,,
03105,3105,NH,NEWE,,,,,,,
